Forecast timestamp;Position;Forecast base;2 metre temperature;Minimum temperature at 2 metres;Maximum temperature at 2 metres;Relative humidity;Total water precipitation;Wind speed;Downward short-wave radiation flux;Surface latent heat flux;Surface sensible heat flux;Surface net solar radiation;Surface net thermal radiation;Commune;code_commune
2021-04-12T07:00:00+02:00;43,475,5,45;2021-04-11T05:00:00+02:00;6,263086;6,272363;6,703516;95,577377;9,027344;2,97935;9250814;-3682320;-2502790;7942542;-1827682;Gardanne;13041
2021-04-11T21:00:00+02:00;43,475,5,45;2021-04-11T05:00:00+02:00;12,749658;12,744775;13,339014;81,108719;0,005859;2,526033;9250665;-2813599;-2753170;7942408;-1468980;Gardanne;13041
2021-04-11T22:00:00+02:00;43,475,5,45;2021-04-11T05:00:00+02:00;12,275293;12,274561;12,693994;83,791885;0,006836;1,640846;9250665;-2836496;-2699645;7942408;-1517363;Gardanne;13041
2021-04-12T03:00:00+02:00;43,475,5,45;2021-04-11T05:00:00+02:00;9,761865;9,762842;10,882227;97,136475;4,177734;1,892393;9250665;-3038096;-2595066;7942408;-1652422;Gardanne;13041
2021-04-12T04:00:00+02:00;43,475,5,45;2021-04-11T05:00:00+02:00;8,30459;8,315332;9,733301;97,033783;5,677734;3,526707;9250665;-3268896;-2565917;7942408;-1669917;Gardanne;13041
2021-04-12T05:00:00+02:00;43,475,5,45;2021-04-11T05:00:00+02:00;7,075098;7,080225;8,28335;96,922638;7,822266;2,640162;9250665;-3453616;-2549242;7942408;-1707056;Gardanne;13041
2021-04-11T23:00:00+02:00;43,475,5,45;2021-04-11T05:00:00+02:00;11,286279;11,286279;12,207666;87,193192;0,006836;1,893494;9250665;-2861216;-2676670;7942408;-1556709;Gardanne;13041
2021-04-12T00:00:00+02:00;43,475,5,45;2021-04-11T05:00:00+02:00;11,009912;11,009912;11,291406;91,884476;0,016602;2,659973;9250665;-2892688;-2649192;7942408;-1593414;Gardanne;13041
2021-04-12T02:00:00+02:00;43,475,5,45;2021-04-11T05:00:00+02:00;10,88418;10,855127;11,082666;97,176208;1,884766;1,322439;9250665;-2934032;-2604592;7942408;-1638473;Gardanne;13041
2021-04-12T06:00:00+02:00;43,475,5,45;2021-04-11T05:00:00+02:00;6,695215;6,695703;7,044336;97,123428;8,970703;1,999881;9250665;-3570064;-2528643;7942408;-1760220;Gardanne;13041
2021-04-12T01:00:00+02:00;43,475,5,45;2021-04-11T05:00:00+02:00;10,952295;10,954248;11,095117;92,997818;0,111328;0,990068;9250665;-2914352;-2618461;7942408;-1620355;Gardanne;13041
2021-04-11T20:00:00+02:00;43,475,5,45;2021-04-11T05:00:00+02:00;13,354639;13,366357;13,971094;76,601181;0,005859;2,605737;9248617;-2755348;-2839823;7940872;-1406623;Gardanne;13041
2021-04-12T07:00:00+02:00;43,45,5,475;2021-04-11T05:00:00+02:00;6,697168;6,694238;7,125391;93,796127;9,708984;2,924662;9182718;-3392528;-2658438;7907214;-2493538;Gardanne;13041
2021-04-12T03:00:00+02:00;43,45,5,475;2021-04-11T05:00:00+02:00;10,423975;10,419092;11,804102;94,323975;4,794922;2,384581;9182569;-3000208;-2574074;7907080;-2304198;Gardanne;13041
2021-04-12T01:00:00+02:00;43,45,5,475;2021-04-11T05:00:00+02:00;12,320459;12,282373;12,470117;83,185318;0,025391;2,388506;9182569;-2873904;-2581597;7907080;-2248067;Gardanne;13041
2021-04-12T05:00:00+02:00;43,45,5,475;2021-04-11T05:00:00+02:00;7,560449;7,5646;8,8146;94,453888;8,591797;2,757349;9182569;-3254448;-2621434;7907080;-2369840;Gardanne;13041
2021-04-12T06:00:00+02:00;43,45,5,475;2021-04-11T05:00:00+02:00;7,134668;7,133203;7,528711;94,842178;9,644531;2,062381;9182569;-3330960;-2644867;7907080;-2424284;Gardanne;13041
2021-04-12T02:00:00+02:00;43,45,5,475;2021-04-11T05:00:00+02:00;11,687891;11,683252;12,332666;92,394958;1,332031;2,806814;9182569;-2942224;-2566704;7907080;-2283081;Gardanne;13041
2021-04-11T21:00:00+02:00;43,45,5,475;2021-04-11T05:00:00+02:00;13,338525;13,338525;13,854639;78,264969;0;2,846346;9182569;-2825375;-2609298;7907080;-2057268;Gardanne;13041
2021-04-11T22:00:00+02:00;43,45,5,475;2021-04-11T05:00:00+02:00;12,994043;12,977686;13,334619;78,291885;0,000977;2,101783;9182569;-2840592;-2598269;7907080;-2114099;Gardanne;13041
2021-04-12T04:00:00+02:00;43,45,5,475;2021-04-11T05:00:00+02:00;8,825098;8,830957;10,342676;94,283783;6,439453;4,15952;9182569;-3141920;-2597661;7907080;-2330909;Gardanne;13041
2021-04-11T23:00:00+02:00;43,45,5,475;2021-04-11T05:00:00+02:00;12,573389;12,567529;12,988916;82,333817;0,000977;1,323181;9182569;-2852000;-2594750;7907080;-2162405;Gardanne;13041
2021-04-12T00:00:00+02:00;43,45,5,475;2021-04-11T05:00:00+02:00;12,464014;12,463037;12,619531;82,728226;0,000977;1,644348;9182569;-2859920;-2593384;7907080;-2208582;Gardanne;13041
2021-04-11T20:00:00+02:00;43,45,5,475;2021-04-11T05:00:00+02:00;13,84585;13,850732;14,564844;74,507431;0;3,160424;9179497;-2800404;-2623247;7904520;-1980319;Gardanne;13041
2021-04-11T19:00:00+02:00;43,475,5,45;2021-04-11T05:00:00+02:00;14,005762;13,994287;14,359277;73,928223;0,005859;3,267222;9090807;-2621366;-2888682;7805935;-1314022;Gardanne;13041
2021-04-11T19:00:00+02:00;43,45,5,475;2021-04-11T05:00:00+02:00;14,638574;14,634912;15,671777;71,428223;0;3,66566;8994551;-2733494;-2569706;7745007;-1825894;Gardanne;13041
2021-04-12T08:00:00+02:00;43,475,5,475;2021-04-11T05:00:00+02:00;6,504053;6,369775;6,569971;91,576401;8,710938;3,535052;9379269;-4040432;-2063429;7682749;-2027859;Gardanne;13041
2021-04-12T09:00:00+02:00;43,45,5,45;2021-04-11T05:00:00+02:00;6,286279;5,974023;6,282861;88,282089;9,363281;4,285092;9238104;-4594640;-1403416;7609914;-2084752;Gardanne;13041
2021-04-12T07:00:00+02:00;43,475,5,475;2021-04-11T05:00:00+02:00;6,531152;6,522363;6,906641;94,952377;8,710938;3,088725;9281534;-3917328;-2097798;7603086;-1943906;Gardanne;13041
2021-04-12T05:00:00+02:00;43,475,5,475;2021-04-11T05:00:00+02:00;7,368066;7,361475;8,53335;95,485138;7,494141;3,093287;9281385;-3799216;-2125818;7602952;-1822768;Gardanne;13041
2021-04-12T06:00:00+02:00;43,475,5,475;2021-04-11T05:00:00+02:00;6,921777;6,914453;7,356836;96,029678;8,644531;2,406131;9281385;-3868048;-2112899;7602952;-1875676;Gardanne;13041
2021-04-11T21:00:00+02:00;43,475,5,475;2021-04-11T05:00:00+02:00;12,899072;12,901025;13,651514;81,108719;0;3,041658;9281385;-3388063;-2282130;7602952;-1588276;Gardanne;13041
2021-04-11T22:00:00+02:00;43,475,5,475;2021-04-11T05:00:00+02:00;12,275293;12,274561;12,912744;83,83876;0,010742;1,929908;9281385;-3406864;-2251133;7602952;-1632563;Gardanne;13041
2021-04-12T00:00:00+02:00;43,475,5,475;2021-04-11T05:00:00+02:00;10,984521;10,978662;11,213281;93,040726;0,014648;3,199035;9281385;-3469200;-2200168;7602952;-1699142;Gardanne;13041
2021-04-11T23:00:00+02:00;43,475,5,475;2021-04-11T05:00:00+02:00;11,213037;11,223779;12,207666;88,693192;0,009766;2,620056;9281385;-3443360;-2227646;7602952;-1669349;Gardanne;13041
2021-04-12T01:00:00+02:00;43,475,5,475;2021-04-11T05:00:00+02:00;11,034326;10,954248;11,048242;92,654068;0,037109;1,732256;9281385;-3488816;-2171485;7602952;-1726595;Gardanne;13041
2021-04-12T02:00:00+02:00;43,475,5,475;2021-04-11T05:00:00+02:00;11,062891;11,042627;11,238916;95,019958;1,560547;1,197439;9281385;-3509008;-2155056;7602952;-1745993;Gardanne;13041
2021-04-12T03:00:00+02:00;43,475,5,475;2021-04-11T05:00:00+02:00;10,037256;10,028467;11,054102;95,761475;4,265625;2,259581;9281385;-3559824;-2144506;7602952;-1761478;Gardanne;13041
2021-04-12T04:00:00+02:00;43,475,5,475;2021-04-11T05:00:00+02:00;8,553613;8,549707;10,030176;95,565033;5,472656;4,511082;9281385;-3694880;-2138397;7602952;-1779997;Gardanne;13041
2021-04-11T20:00:00+02:00;43,475,5,475;2021-04-11T05:00:00+02:00;13,638818;13,647607;14,424219;74,507431;0;3,246362;9279337;-3327764;-2351375;7601416;-1528479;Gardanne;13041
2021-04-11T18:00:00+02:00;43,475,5,45;2021-04-11T05:00:00+02:00;14,308496;14,300684;14,964502;74,360809;0,005859;1,121291;8820709;-2468850;-2933819;7573643;-1234530;Gardanne;13041
2021-04-11T19:00:00+02:00;43,475,5,475;2021-04-11T05:00:00+02:00;14,424707;14,150537;14,546777;73,021973;0;3,85316;9075959;-3195318;-2370538;7434735;-1397222;Gardanne;13041
2021-04-11T18:00:00+02:00;43,45,5,475;2021-04-11T05:00:00+02:00;15,677637;15,675684;15,948877;65,892059;0;3,804885;8617445;-2625010;-2446907;7420043;-1697762;Gardanne;13041
2021-04-11T17:00:00+02:00;43,475,5,45;2021-04-11T05:00:00+02:00;14,971338;14,657861;15,369287;71,313126;0,005859;2,930057;8617069;-2304956;-2889148;7396670;-1162642;Gardanne;13041
2021-04-11T17:00:00+02:00;43,45,5,475;2021-04-11T05:00:00+02:00;16,151025;15,876611;16,213037;66,125626;0;2,437869;8387181;-2517948;-2344380;7221054;-1585042;Gardanne;13041
2021-04-11T18:00:00+02:00;43,475,5,475;2021-04-11T05:00:00+02:00;14,325098;14,331934;15,167627;74,892059;0;2,144728;8765925;-3073522;-2391099;7179915;-1301346;Gardanne;13041
2021-04-12T08:00:00+02:00;43,45,5,45;2021-04-11T05:00:00+02:00;6,102686;6,10415;6,257471;92,107651;9,363281;3,699115;8657861;-4325616;-1354309;7131837;-1876563;Gardanne;13041
2021-04-12T05:00:00+02:00;43,45,5,45;2021-04-11T05:00:00+02:00;7,101465;7,09585;8,40835;95,735138;8,320313;2,983912;8582505;-4047024;-1397242;7070472;-1691696;Gardanne;13041
2021-04-12T03:00:00+02:00;43,45,5,45;2021-04-11T05:00:00+02:00;9,891748;9,887842;11,257227;95,167725;4,443359;2,431456;8582505;-3765648;-1407226;7070472;-1632454;Gardanne;13041
2021-04-12T06:00:00+02:00;43,45,5,45;2021-04-11T05:00:00+02:00;6,709863;6,711328;7,059961;96,248428;9,310547;2,093631;8582505;-4121488;-1393539;7070472;-1741020;Gardanne;13041
2021-04-11T21:00:00+02:00;43,45,5,45;2021-04-11T05:00:00+02:00;12,681299;12,682275;13,214014;82,171219;0,000977;3,151033;8582505;-3532447;-1624722;7070472;-1452084;Gardanne;13041
2021-04-12T01:00:00+02:00;43,45,5,45;2021-04-11T05:00:00+02:00;11,770654;11,766748;11,860742;88,466568;0,078125;2,669756;8582505;-3625520;-1467997;7070472;-1586563;Gardanne;13041
2021-04-12T04:00:00+02:00;43,45,5,45;2021-04-11T05:00:00+02:00;8,415918;8,409082;9,905176;95,846283;6,195313;4,245457;8582505;-3923744;-1400093;7070472;-1653277;Gardanne;13041
2021-04-11T23:00:00+02:00;43,45,5,45;2021-04-11T05:00:00+02:00;11,878076;11,880029;12,270166;88,849442;0,00293;1,948181;8582505;-3586720;-1542078;7070472;-1528037;Gardanne;13041
2021-04-11T22:00:00+02:00;43,45,5,45;2021-04-11T05:00:00+02:00;12,246973;12,243311;12,756494;84,43251;0,00293;2,273658;8582505;-3563024;-1577853;7070472;-1494323;Gardanne;13041
2021-04-12T00:00:00+02:00;43,45,5,45;2021-04-11T05:00:00+02:00;11,881006;11,884912;11,947656;88,353226;0,004883;2,050598;8582505;-3598224;-1513576;7070472;-1561670;Gardanne;13041
2021-04-12T02:00:00+02:00;43,45,5,45;2021-04-11T05:00:00+02:00;11,241602;11,245752;11,738916;95,254333;1,466797;2,916189;8582505;-3698448;-1413680;7070472;-1616201;Gardanne;13041
2021-04-12T07:00:00+02:00;43,45,5,45;2021-04-11T05:00:00+02:00;6,232813;6,225488;6,734766;94,764877;9,363281;3,315287;8582654;-4190224;-1383558;7070094;-1805922;Gardanne;13041
2021-04-11T20:00:00+02:00;43,45,5,45;2021-04-11T05:00:00+02:00;13,207178;13,210107;13,892969;79,257431;0,000977;3,472924;8579945;-3464468;-1700111;7068424;-1393823;Gardanne;13041
2021-04-11T17:00:00+02:00;43,475,5,475;2021-04-11T05:00:00+02:00;15,149072;14,626611;15,150537;70,906876;0;3,765994;8548461;-2882236;-2301884;6999870;-1217682;Gardanne;13041
2021-04-11T19:00:00+02:00;43,45,5,45;2021-04-11T05:00:00+02:00;13,945215;13,947412;15,046777;74,615723;0,000977;3,864878;8415991;-3321782;-1732586;6932975;-1292134;Gardanne;13041
2021-04-11T16:00:00+02:00;43,45,5,5;2021-04-11T05:00:00+02:00;14,794092;14,608789;15,575342;75,304489;0,000977;3,203424;8111437,5;-2795706;-2036894;6843307;-1167105;Gardanne;13041
2021-04-11T16:00:00+02:00;43,475,5,45;2021-04-11T05:00:00+02:00;15,237451;14,218164;15,465967;71,116989;0,005859;3,137017;7813453,5;-2032570;-2686110;6705579;-1048321;Gardanne;13041
2021-04-11T18:00:00+02:00;43,45,5,45;2021-04-11T05:00:00+02:00;15,059473;15,066309;15,761377;69,985809;0,000977;3,949416;8047589;-3095538;-1705531;6627467;-1188578;Gardanne;13041
2021-04-11T17:00:00+02:00;43,45,5,45;2021-04-11T05:00:00+02:00;16,025049;15,532861;16,056787;64,531876;0,000977;2,336307;7648365;-2808764;-1626044;6296382;-1082898;Gardanne;13041
2021-04-11T16:00:00+02:00;43,45,5,475;2021-04-11T05:00:00+02:00;15,789209;15,452539;16,059717;70,085739;0;3,472955;7228237,5;-2264506;-1965214;6225323;-1357441;Gardanne;13041
2021-04-11T16:00:00+02:00;43,475,5,475;2021-04-11T05:00:00+02:00;15,071436;14,952539;15,465967;71,085739;0;3,605767;7592269,5;-2610618;-2088606;6217643;-1072257;Gardanne;13041
2021-04-11T15:00:00+02:00;43,475,5,45;2021-04-11T05:00:00+02:00;14,353418;14,346582;15,119287;70,452057;0,005859;1,718512;7096327,5;-1827584;-2591962;6088862;-967687;Gardanne;13041
2021-04-11T15:00:00+02:00;43,45,5,5;2021-04-11T05:00:00+02:00;15,000879;14,299707;15,009912;69,545807;0,000977;2,620855;7205895,5;-2353408;-1858522;6078366;-1064967;Gardanne;13041
2021-04-11T14:00:00+02:00;43,475,5,45;2021-04-11T05:00:00+02:00;14,939111;14,069238;14,94082;69,042099;0,005859;3,971619;6759769;-1594027;-2429942;5795450;-886235;Gardanne;13041
2021-04-11T15:00:00+02:00;43,475,5,475;2021-04-11T05:00:00+02:00;14,877832;14,830957;15,181787;67,858307;0;2,265387;7073799,5;-2425856;-2031066;5790878;-993927;Gardanne;13041
